,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
42,1062413857,catholic_proud,NaN,NaN,https://twitter.com/catholic_proud,TWITTER,catholicsay.com,N,57.0,US,en,4661.0
43,1062754443798532096,MakisMD,19.0,2170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159762.0
44,106393496,russiabeyond,NaN,NaN,https://x.com/russiabeyond?s=20,TWITTER,rbth.com,N,54.5,US,en,32710.0
45,1067490734759178240,1776DrRick,19.0,1238.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9396.0
46,1067792857111642113,LWCnewswire,23.0,3032.0,https://twitter.com/LWCnewswire,TWITTER,louderwithcrowder.com,N,32.0,US,en,58489.0
47,1069697383829651456,PaulMitchell_AB,24.0,4873.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89565.0
48,1070137173054291968,Evie_Magazine,NaN,NaN,https://twitter.com/evie_magazine,TWITTER,eviemagazine.com,N,12.5,US,en,38736.0
49,1074480192,SenTedCruz,39.0,15827.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3578284.0
50,1076325532734709762,TEN__IDN,16.0,995.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12926.0
51,107663893,teriksson9,17.0,1052.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3875.0
52,10774652,theblaze,44.0,8760.0,https://www.twitter.com/TheBlaze,TWITTER,theblaze.com,N,49.5,US,en,959981.0
53,1079810626287853568,WayV_China_STA,20.0,1069.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11190.0
54,1080477288955826176,RepMarkGreen,13.0,806.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89989.0
55,1080960924687704064,SenHawleyPress,15.0,1416.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70016.0
56,1081142906520367104,Pancho66196600,11.0,1285.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11483.0
57,1081701842470367232,CitizensJourn,NaN,NaN,https://twitter.com/CitizensJourn,TWITTER,citizensjournal.us,N,7.5,US,en,660.0
58,1081945529112821762,KeillerDon,13.0,693.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18436.0
59,1082197856,KariLake,48.0,138588.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1808978.0
60,1082790600292925440,RepChipRoy,27.0,5986.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217466.0
61,1084375028,JasonMillerinDC,27.0,3479.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428067.0
62,1085225533623783424,KanekoaTheGreat,38.0,113215.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,703213.0
63,1086348776623599616,JohnJGaltrules,13.0,754.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24237.0
64,1090667626441961473,queenb_wiov,15.0,1367.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3852.0
65,1092538332981219328,VozWire,NaN,NaN,https://twitter.com/vozwire,TWITTER,vozwire.com,N,55.0,US,en,181.0
66,1092863064586608640,ModiGovt2,14.0,981.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10135.0
67,1093960278285434880,themarketear,13.0,569.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50426.0
68,109398997,stopvaccinating,NaN,NaN,https://x.com/stopvaccinating?s=20,TWITTER,stopmandatoryvaccination.com,N,22.5,US,en,57496.0
69,109579534,EliseStefanik,41.0,15007.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,768470.0
70,1096059529,SenatorRisch,11.0,282.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119535.0
71,109640315,infolibnews,NaN,NaN,https://www.twitter.com/infolibnews,TWITTER,informationliberation.com,N,39.5,US,en,5903.0
72,1097604024591925248,fmeeus1,17.0,2172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41565.0
73,1098091506886471680,laralogan,100.0,110564.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,774421.0
74,1099579684981944320,WallStreetApes,13.0,700.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,274495.0
75,1103351392285147136,vadogwoodnews,NaN,NaN,https://www.twitter.com/vadogwoodnews,TWITTER,vadogwood.com,N,57.0,US,en,7422.0
